category,location,years,value,sea
갈치,전라북도,1995,2148,기타
갈치,전라남도,1995,27770,기타
갈치,경상북도,1995,13,동해
갈치,경상남도,1995,14786,기타
갈치,제주도,1995,10499,기타
강달이류,부산광역시,1995,18378,동해
강달이류,인천광역시,1995,3838,기타
강달이류,경기도,1995,0,기타
강달이류,충청남도,1995,403,기타
강달이류,전라북도,1995,827,기타
강달이류,전라남도,1995,25613,기타
강달이류,경상북도,1995,0,동해
강달이류,경상남도,1995,21161,기타
강달이류,제주도,1995,174,기타
고등어,부산광역시,1995,150814,동해
고등어,인천광역시,1995,398,기타
고등어,강원도,1995,4983,동해
고등어,충청남도,1995,28,기타
고등어,전라북도,1995,454,기타
고등어,전라남도,1995,10917,기타
고등어,경상북도,1995,12344,동해
고등어,경상남도,1995,17928,기타
고등어,제주도,1995,2615,기타
꽁치,부산광역시,1995,26,동해
꽁치,경기도,1995,0,기타
꽁치,강원도,1995,3268,동해
꽁치,충청남도,1995,69,기타
꽁치,전라북도,1995,0,기타
꽁치,전라남도,1995,68,기타
꽁치,경상북도,1995,2978,동해
꽁치,경상남도,1995,135,기타
꽁치,제주도,1995,0,기타
학공치,부산광역시,1995,0,동해
학공치,인천광역시,1995,0,기타
학공치,경기도,1995,0,기타
학공치,강원도,1995,162,동해
학공치,충청남도,1995,5,기타
학공치,전라북도,1995,341,기타
학공치,전라남도,1995,52,기타
학공치,경상북도,1995,297,동해
학공치,경상남도,1995,674,기타
학공치,제주도,1995,0,기타
넙치류,부산광역시,1995,83,동해
넙치류,인천광역시,1995,227,기타
넙치류,경기도,1995,4,기타
넙치류,강원도,1995,107,동해
넙치류,충청남도,1995,18,기타
넙치류,전라북도,1995,150,기타
넙치류,전라남도,1995,686,기타
넙치류,경상북도,1995,86,동해
넙치류,경상남도,1995,546,기타
넙치류,제주도,1995,7,기타
노가리,부산광역시,1995,0,동해
노가리,강원도,1995,2222,동해
노가리,충청남도,1995,8,기타
노가리,전라북도,1995,0,기타
노가리,전라남도,1995,3,기타
노가리,경상북도,1995,29,동해
노가리,경상남도,1995,0,기타
농어류,부산광역시,1995,28,동해
농어류,인천광역시,1995,73,기타
농어류,경기도,1995,48,기타
농어류,강원도,1995,0,동해
농어류,충청남도,1995,17,기타
농어류,전라북도,1995,54,기타
농어류,전라남도,1995,363,기타
농어류,경상북도,1995,11,동해
농어류,경상남도,1995,286,기타
농어류,제주도,1995,45,기타
눈볼대,부산광역시,1995,306,동해
눈볼대,강원도,1995,61,동해
눈볼대,충청남도,1995,0,기타
눈볼대,전라북도,1995,0,기타
눈볼대,전라남도,1995,142,기타
눈볼대,경상북도,1995,0,동해
눈볼대,경상남도,1995,8,기타
눈볼대,제주도,1995,0,기타
능성어,부산광역시,1995,0,동해
능성어,인천광역시,1995,0,기타
능성어,충청남도,1995,0,기타
능성어,전라북도,1995,0,기타
능성어,전라남도,1995,25,기타
능성어,경상북도,1995,0,동해
능성어,경상남도,1995,0,기타
능성어,제주도,1995,13,기타
기타다랑어류,부산광역시,1995,1551,동해
기타다랑어류,강원도,1995,14,동해
기타다랑어류,충청남도,1995,0,기타
기타다랑어류,전라북도,1995,0,기타
기타다랑어류,전라남도,1995,0,기타
기타다랑어류,경상북도,1995,251,동해
기타다랑어류,경상남도,1995,0,기타
기타다랑어류,제주도,1995,0,기타
도루묵,부산광역시,1995,345,동해
도루묵,강원도,1995,560,동해
도루묵,전라북도,1995,0,기타
도루묵,전라남도,1995,0,기타
도루묵,경상북도,1995,841,동해
도루묵,경상남도,1995,319,기타
대구,부산광역시,1995,8,동해
대구,인천광역시,1995,33,기타
대구,경기도,1995,0,기타
대구,강원도,1995,132,동해
대구,충청남도,1995,3,기타
대구,전라북도,1995,0,기타
대구,전라남도,1995,7,기타
대구,경상북도,1995,81,동해
대구,경상남도,1995,9,기타
대구,제주도,1995,0,기타
감성돔,부산광역시,1995,1,동해
감성돔,인천광역시,1995,0,기타
감성돔,강원도,1995,15,동해
감성돔,충청남도,1995,6,기타
감성돔,전라북도,1995,1,기타
감성돔,전라남도,1995,252,기타
감성돔,경상북도,1995,8,동해
감성돔,경상남도,1995,167,기타
감성돔,제주도,1995,71,기타
옥돔,인천광역시,1995,0,기타
옥돔,충청남도,1995,0,기타
옥돔,전라남도,1995,102,기타
옥돔,경상남도,1995,78,기타
옥돔,제주도,1995,1847,기타
자리돔,강원도,1995,2,동해
자리돔,전라남도,1995,115,기타
자리돔,경상남도,1995,0,기타
자리돔,제주도,1995,224,기타
참돔,부산광역시,1995,149,동해
참돔,인천광역시,1995,0,기타
참돔,경기도,1995,0,기타
참돔,강원도,1995,14,동해
참돔,충청남도,1995,3,기타
참돔,전라북도,1995,37,기타
참돔,전라남도,1995,101,기타
참돔,경상북도,1995,2,동해
참돔,경상남도,1995,167,기타
참돔,제주도,1995,79,기타
기타돔류,부산광역시,1995,817,동해
기타돔류,인천광역시,1995,6,기타
기타돔류,경기도,1995,0,기타
기타돔류,강원도,1995,21,동해
기타돔류,충청남도,1995,1,기타
기타돔류,전라북도,1995,34,기타
기타돔류,전라남도,1995,350,기타
기타돔류,경상북도,1995,20,동해
기타돔류,경상남도,1995,215,기타
기타돔류,제주도,1995,280,기타
망둑어류,부산광역시,1995,15,동해
망둑어류,인천광역시,1995,1011,기타
망둑어류,경기도,1995,67,기타
망둑어류,강원도,1995,0,동해
망둑어류,충청남도,1995,113,기타
망둑어류,전라북도,1995,161,기타
망둑어류,전라남도,1995,234,기타
망둑어류,경상북도,1995,9,동해
망둑어류,경상남도,1995,331,기타
매퉁이류,부산광역시,1995,0,동해
매퉁이류,인천광역시,1995,0,기타
매퉁이류,강원도,1995,0,동해
매퉁이류,전라북도,1995,0,기타
매퉁이류,전라남도,1995,209,기타
매퉁이류,경상북도,1995,0,동해
매퉁이류,경상남도,1995,0,기타
매퉁이류,제주도,1995,0,기타
멸치,부산광역시,1995,20361,동해
멸치,인천광역시,1995,119,기타
멸치,경기도,1995,6,기타
멸치,강원도,1995,1450,동해
멸치,충청남도,1995,2595,기타
멸치,전라북도,1995,2406,기타
멸치,전라남도,1995,54720,기타
멸치,경상북도,1995,9536,동해
멸치,경상남도,1995,125666,기타
멸치,제주도,1995,13820,기타
명태,부산광역시,1995,16,동해
명태,강원도,1995,6722,동해
명태,충청남도,1995,0,기타
명태,전라북도,1995,0,기타
명태,전라남도,1995,2,기타
명태,경상북도,1995,7,동해
명태,경상남도,1995,156,기타
명태,제주도,1995,0,기타
민어,부산광역시,1995,331,동해
민어,인천광역시,1995,77,기타
민어,경기도,1995,0,기타
민어,충청남도,1995,3,기타
민어,전라북도,1995,265,기타
민어,전라남도,1995,629,기타
민어,경상북도,1995,0,동해
민어,경상남도,1995,727,기타
민어,제주도,1995,132,기타
방어류,부산광역시,1995,1918,동해
방어류,인천광역시,1995,0,기타
방어류,강원도,1995,388,동해
방어류,충청남도,1995,1,기타
방어류,전라북도,1995,0,기타
방어류,전라남도,1995,14,기타
방어류,경상북도,1995,784,동해
방어류,경상남도,1995,101,기타
방어류,제주도,1995,380,기타
밴댕이,부산광역시,1995,0,동해
밴댕이,인천광역시,1995,1025,기타
밴댕이,경기도,1995,0,기타
밴댕이,강원도,1995,0,동해
밴댕이,충청남도,1995,2565,기타
밴댕이,전라북도,1995,0,기타
밴댕이,전라남도,1995,14753,기타
밴댕이,경상북도,1995,0,동해
밴댕이,경상남도,1995,2,기타
뱅어류,부산광역시,1995,0,동해
뱅어류,경기도,1995,0,기타
뱅어류,강원도,1995,0,동해
뱅어류,충청남도,1995,4805,기타
뱅어류,전라북도,1995,0,기타
뱅어류,전라남도,1995,0,기타
뱅어류,경상북도,1995,0,동해
뱅어류,경상남도,1995,1,기타
뱅어류,제주도,1995,0,기타
병어류,부산광역시,1995,4777,동해
병어류,인천광역시,1995,2495,기타
병어류,경기도,1995,0,기타
병어류,강원도,1995,0,동해
병어류,충청남도,1995,92,기타
병어류,전라북도,1995,571,기타
병어류,전라남도,1995,1589,기타
병어류,경상북도,1995,30,동해
병어류,경상남도,1995,1312,기타
병어류,제주도,1995,30,기타
보구치,충청남도,1995,51,기타
보구치,전라남도,1995,2031,기타
보구치,경상북도,1995,0,동해
보구치,제주도,1995,492,기타
보리멸,부산광역시,1995,0,동해
보리멸,충청남도,1995,0,기타
보리멸,전라북도,1995,2,기타
보리멸,전라남도,1995,197,기타
보리멸,경상북도,1995,0,동해
보리멸,경상남도,1995,0,기타
복어류,부산광역시,1995,6456,동해
복어류,인천광역시,1995,317,기타
복어류,경기도,1995,0,기타
복어류,강원도,1995,73,동해
복어류,충청남도,1995,81,기타
복어류,전라북도,1995,721,기타
복어류,전라남도,1995,467,기타
복어류,경상북도,1995,1225,동해
복어류,경상남도,1995,645,기타
복어류,제주도,1995,193,기타
조피볼락,부산광역시,1995,7,동해
조피볼락,인천광역시,1995,373,기타
조피볼락,경기도,1995,9,기타
조피볼락,강원도,1995,50,동해
조피볼락,충청남도,1995,124,기타
조피볼락,전라북도,1995,8,기타
조피볼락,전라남도,1995,525,기타
조피볼락,경상북도,1995,6,동해
조피볼락,경상남도,1995,218,기타
조피볼락,제주도,1995,375,기타
기타볼락류,부산광역시,1995,4,동해
기타볼락류,인천광역시,1995,721,기타
기타볼락류,경기도,1995,12,기타
기타볼락류,강원도,1995,8,동해
기타볼락류,충청남도,1995,172,기타
기타볼락류,전라북도,1995,587,기타
기타볼락류,전라남도,1995,178,기타
기타볼락류,경상북도,1995,34,동해
기타볼락류,경상남도,1995,1254,기타
기타볼락류,제주도,1995,9,기타
부세,인천광역시,1995,2,기타
부세,경기도,1995,3,기타
부세,충청남도,1995,63,기타
부세,전라북도,1995,354,기타
부세,전라남도,1995,38,기타
부세,경상북도,1995,0,동해
부세,경상남도,1995,78,기타
부세,제주도,1995,8,기타
삼치류,부산광역시,1995,15012,동해
삼치류,인천광역시,1995,76,기타
삼치류,경기도,1995,1,기타
삼치류,강원도,1995,1,동해
삼치류,충청남도,1995,51,기타
삼치류,전라북도,1995,100,기타
삼치류,전라남도,1995,777,기타
삼치류,경상북도,1995,5,동해
삼치류,경상남도,1995,1228,기타
삼치류,제주도,1995,178,기타
상어류,부산광역시,1995,511,동해
상어류,인천광역시,1995,46,기타
상어류,경기도,1995,3,기타
상어류,강원도,1995,2,동해
상어류,충청남도,1995,4,기타
상어류,전라북도,1995,10,기타
상어류,전라남도,1995,126,기타
상어류,경상북도,1995,10,동해
상어류,경상남도,1995,104,기타
상어류,제주도,1995,55,기타
서대류,부산광역시,1995,78,동해
서대류,인천광역시,1995,211,기타
서대류,경기도,1995,4,기타
서대류,강원도,1995,1,동해
서대류,충청남도,1995,14,기타
서대류,전라북도,1995,410,기타
서대류,전라남도,1995,957,기타
서대류,경상북도,1995,0,동해
서대류,경상남도,1995,207,기타
서대류,제주도,1995,62,기타
성대류,부산광역시,1995,17,동해
성대류,인천광역시,1995,2,기타
성대류,경기도,1995,0,기타
성대류,충청남도,1995,0,기타
성대류,전라북도,1995,0,기타
성대류,전라남도,1995,15,기타
성대류,경상북도,1995,0,동해
성대류,경상남도,1995,6,기타
성대류,제주도,1995,0,기타
송어류,부산광역시,1995,1,동해
송어류,강원도,1995,67,동해
송어류,충청남도,1995,0,기타
송어류,전라북도,1995,0,기타
송어류,전라남도,1995,0,기타
송어류,경상북도,1995,5,동해
송어류,경상남도,1995,1122,기타
송어류,제주도,1995,0,기타
쏨뱅이,충청남도,1995,0,기타
쏨뱅이,전라남도,1995,50,기타
쏨뱅이,경상남도,1995,18,기타
쏨뱅이,제주도,1995,0,기타
숭어류,부산광역시,1995,650,동해
숭어류,인천광역시,1995,545,기타
숭어류,경기도,1995,44,기타
숭어류,강원도,1995,108,동해
숭어류,충청남도,1995,100,기타
숭어류,전라북도,1995,702,기타
숭어류,전라남도,1995,1107,기타
숭어류,경상북도,1995,163,동해
숭어류,경상남도,1995,863,기타
숭어류,제주도,1995,0,기타
아귀류,부산광역시,1995,1729,동해
아귀류,인천광역시,1995,939,기타
아귀류,경기도,1995,0,기타
아귀류,강원도,1995,3,동해
아귀류,충청남도,1995,491,기타
아귀류,전라북도,1995,239,기타
아귀류,전라남도,1995,2809,기타
아귀류,경상북도,1995,94,동해
아귀류,경상남도,1995,1666,기타
아귀류,제주도,1995,203,기타
양미리,인천광역시,1995,1334,기타
양미리,경기도,1995,0,기타
양미리,강원도,1995,7954,동해
양미리,충청남도,1995,0,기타
양미리,전라북도,1995,0,기타
양미리,전라남도,1995,0,기타
양미리,경상북도,1995,373,동해
양미리,경상남도,1995,16,기타
양미리,제주도,1995,0,기타
양태류,부산광역시,1995,12,동해
양태류,인천광역시,1995,381,기타
양태류,경기도,1995,2,기타
양태류,충청남도,1995,161,기타
양태류,전라북도,1995,710,기타
양태류,전라남도,1995,1008,기타
양태류,경상북도,1995,0,동해
양태류,경상남도,1995,162,기타
양태류,제주도,1995,84,기타
연어,부산광역시,1995,184,동해
연어,강원도,1995,76,동해
연어,경상북도,1995,0,동해
임연수어,인천광역시,1995,0,기타
임연수어,강원도,1995,1900,동해
임연수어,충청남도,1995,392,기타
임연수어,전라남도,1995,0,기타
임연수어,경상북도,1995,495,동해
임연수어,경상남도,1995,61,기타
갯장어,부산광역시,1995,185,동해
갯장어,인천광역시,1995,20,기타
갯장어,경기도,1995,0,기타
갯장어,강원도,1995,0,동해
갯장어,충청남도,1995,30,기타
갯장어,전라북도,1995,117,기타
갯장어,전라남도,1995,496,기타
갯장어,경상북도,1995,0,동해
갯장어,경상남도,1995,747,기타
갯장어,제주도,1995,9,기타
먹장어,부산광역시,1995,11,동해
먹장어,전라북도,1995,0,기타
먹장어,전라남도,1995,0,기타
먹장어,경상북도,1995,0,동해
먹장어,경상남도,1995,8,기타
먹장어,제주도,1995,0,기타
붕장어,부산광역시,1995,7508,동해
붕장어,인천광역시,1995,222,기타
붕장어,경기도,1995,8,기타
붕장어,강원도,1995,2,동해
붕장어,충청남도,1995,262,기타
붕장어,전라북도,1995,603,기타
붕장어,전라남도,1995,4564,기타
붕장어,경상북도,1995,129,동해
붕장어,경상남도,1995,6096,기타
붕장어,제주도,1995,273,기타
전갱이류,부산광역시,1995,7939,동해
전갱이류,인천광역시,1995,0,기타
전갱이류,강원도,1995,1,동해
전갱이류,충청남도,1995,0,기타
전갱이류,전라북도,1995,0,기타
전갱이류,전라남도,1995,324,기타
전갱이류,경상북도,1995,773,동해
전갱이류,경상남도,1995,2441,기타
전갱이류,제주도,1995,791,기타
전어,부산광역시,1995,1041,동해
전어,인천광역시,1995,194,기타
전어,경기도,1995,14,기타
전어,강원도,1995,384,동해
전어,충청남도,1995,426,기타
전어,전라북도,1995,369,기타
전어,전라남도,1995,942,기타
전어,경상북도,1995,419,동해
전어,경상남도,1995,4142,기타
정어리,부산광역시,1995,11383,동해
정어리,강원도,1995,14,동해
정어리,충청남도,1995,0,기타
정어리,전라남도,1995,330,기타
정어리,경상북도,1995,77,동해
정어리,경상남도,1995,1735,기타
정어리,제주도,1995,0,기타
참조기,부산광역시,1995,11802,동해
참조기,인천광역시,1995,2199,기타
참조기,경기도,1995,0,기타
참조기,충청남도,1995,377,기타
참조기,전라북도,1995,621,기타
참조기,전라남도,1995,9031,기타
참조기,경상북도,1995,0,동해
참조기,경상남도,1995,687,기타
참조기,제주도,1995,456,기타
기타조기류,부산광역시,1995,2989,동해
기타조기류,인천광역시,1995,686,기타
기타조기류,경기도,1995,0,기타
기타조기류,충청남도,1995,84,기타
기타조기류,전라북도,1995,3290,기타
기타조기류,전라남도,1995,762,기타
기타조기류,경상북도,1995,0,동해
기타조기류,경상남도,1995,11742,기타
기타조기류,제주도,1995,472,기타
준치,부산광역시,1995,171,동해
준치,인천광역시,1995,17,기타
준치,경기도,1995,0,기타
준치,강원도,1995,0,동해
준치,충청남도,1995,0,기타
준치,전라북도,1995,17,기타
준치,전라남도,1995,184,기타
준치,경상북도,1995,0,동해
준치,경상남도,1995,22,기타
준치,제주도,1995,55,기타
쥐치류,부산광역시,1995,350,동해
쥐치류,인천광역시,1995,38,기타
쥐치류,경기도,1995,0,기타
쥐치류,강원도,1995,233,동해
쥐치류,충청남도,1995,21,기타
쥐치류,전라북도,1995,23,기타
쥐치류,전라남도,1995,566,기타
쥐치류,경상북도,1995,178,동해
쥐치류,경상남도,1995,292,기타
쥐치류,제주도,1995,54,기타
청어,부산광역시,1995,35,동해
청어,인천광역시,1995,0,기타
청어,강원도,1995,3808,동해
청어,충청남도,1995,0,기타
청어,전라남도,1995,0,기타
청어,경상북도,1995,4766,동해
청어,경상남도,1995,13,기타
홍어류,부산광역시,1995,668,동해
홍어류,인천광역시,1995,1179,기타
홍어류,경기도,1995,0,기타
홍어류,충청남도,1995,0,기타
홍어류,전라북도,1995,339,기타
홍어류,전라남도,1995,17,기타
홍어류,경상북도,1995,0,동해
홍어류,경상남도,1995,24,기타
홍어류,제주도,1995,0,기타
기타어류,부산광역시,1995,32426,동해
기타어류,인천광역시,1995,1476,기타
기타어류,경기도,1995,46,기타
기타어류,강원도,1995,1954,동해
기타어류,충청남도,1995,1765,기타
기타어류,전라북도,1995,16343,기타
기타어류,전라남도,1995,16474,기타
기타어류,경상북도,1995,2901,동해
기타어류,경상남도,1995,16385,기타
기타어류,제주도,1995,1413,기타
꽃게,부산광역시,1995,2696,동해
꽃게,인천광역시,1995,8555,기타
꽃게,경기도,1995,172,기타
꽃게,강원도,1995,0,동해
꽃게,충청남도,1995,732,기타
꽃게,전라북도,1995,1132,기타
꽃게,전라남도,1995,2031,기타
꽃게,경상북도,1995,0,동해
꽃게,경상남도,1995,1894,기타
꽃게,제주도,1995,439,기타
대게,경기도,1995,0,기타
대게,충청남도,1995,0,기타
대게,전라북도,1995,0,기타
대게,전라남도,1995,0,기타
대게,경상북도,1995,78,동해
대게,경상남도,1995,1,기타
붉은대게,강원도,1995,8088,동해
붉은대게,전라남도,1995,0,기타
붉은대게,경상북도,1995,25067,동해
붉은대게,경상남도,1995,0,기타
기타게류,부산광역시,1995,11570,동해
기타게류,인천광역시,1995,3495,기타
기타게류,경기도,1995,621,기타
기타게류,강원도,1995,1533,동해
기타게류,충청남도,1995,2595,기타
기타게류,전라북도,1995,379,기타
기타게류,전라남도,1995,2443,기타
기타게류,경상북도,1995,188,동해
기타게류,경상남도,1995,1915,기타
기타게류,제주도,1995,115,기타
꽃새우,인천광역시,1995,116,기타
꽃새우,충청남도,1995,963,기타
꽃새우,전라북도,1995,4310,기타
꽃새우,전라남도,1995,25,기타
꽃새우,경상북도,1995,0,동해
꽃새우,경상남도,1995,0,기타
꽃새우,제주도,1995,0,기타
닭새우류,부산광역시,1995,0,동해
닭새우류,인천광역시,1995,0,기타
닭새우류,강원도,1995,0,동해
닭새우류,충청남도,1995,37,기타
닭새우류,전라북도,1995,0,기타
닭새우류,전라남도,1995,1144,기타
닭새우류,경상북도,1995,0,동해
닭새우류,경상남도,1995,27,기타
닭새우류,제주도,1995,34,기타
대하,부산광역시,1995,0,동해
대하,인천광역시,1995,148,기타
대하,경기도,1995,8,기타
대하,충청남도,1995,563,기타
대하,전라북도,1995,396,기타
대하,전라남도,1995,224,기타
대하,경상북도,1995,0,동해
대하,경상남도,1995,55,기타
대하,제주도,1995,12,기타
보리새우,부산광역시,1995,1,동해
보리새우,인천광역시,1995,299,기타
보리새우,경기도,1995,0,기타
보리새우,강원도,1995,39,동해
보리새우,충청남도,1995,0,기타
보리새우,전라북도,1995,7,기타
보리새우,전라남도,1995,1319,기타
보리새우,경상북도,1995,93,동해
보리새우,경상남도,1995,641,기타
보리새우,제주도,1995,0,기타
젓새우류,인천광역시,1995,9380,기타
젓새우류,경기도,1995,692,기타
젓새우류,강원도,1995,0,동해
젓새우류,충청남도,1995,278,기타
젓새우류,전라북도,1995,372,기타
젓새우류,전라남도,1995,5773,기타
젓새우류,경상남도,1995,0,기타
중하,인천광역시,1995,162,기타
중하,경기도,1995,11,기타
중하,충청남도,1995,410,기타
중하,전라북도,1995,497,기타
중하,전라남도,1995,1068,기타
중하,경상북도,1995,0,동해
중하,경상남도,1995,20,기타
기타새우류,부산광역시,1995,2828,동해
기타새우류,인천광역시,1995,641,기타
기타새우류,경기도,1995,82,기타
기타새우류,강원도,1995,423,동해
기타새우류,충청남도,1995,1323,기타
기타새우류,전라북도,1995,726,기타
기타새우류,전라남도,1995,4680,기타
기타새우류,경상북도,1995,482,동해
기타새우류,경상남도,1995,815,기타
기타새우류,제주도,1995,298,기타
골뱅이,부산광역시,1995,0,동해
골뱅이,인천광역시,1995,0,기타
골뱅이,경기도,1995,0,기타
골뱅이,강원도,1995,165,동해
골뱅이,충청남도,1995,109,기타
골뱅이,전라북도,1995,1486,기타
골뱅이,전라남도,1995,21,기타
골뱅이,경상북도,1995,1862,동해
골뱅이,경상남도,1995,1581,기타
굴류,부산광역시,1995,74,동해
굴류,인천광역시,1995,1495,기타
굴류,경기도,1995,5177,기타
굴류,강원도,1995,0,동해
굴류,충청남도,1995,9136,기타
굴류,전라북도,1995,444,기타
굴류,전라남도,1995,521,기타
굴류,경상북도,1995,0,동해
굴류,경상남도,1995,1415,기타
소라고둥,부산광역시,1995,126,동해
소라고둥,인천광역시,1995,357,기타
소라고둥,경기도,1995,273,기타
소라고둥,강원도,1995,3,동해
소라고둥,충청남도,1995,3001,기타
소라고둥,전라북도,1995,750,기타
소라고둥,전라남도,1995,1120,기타
소라고둥,경상북도,1995,242,동해
소라고둥,경상남도,1995,194,기타
소라고둥,제주도,1995,2768,기타
오분자기,강원도,1995,0,동해
오분자기,전라남도,1995,0,기타
오분자기,경상남도,1995,0,기타
오분자기,제주도,1995,159,기타
전복류,부산광역시,1995,17,동해
전복류,인천광역시,1995,1,기타
전복류,강원도,1995,22,동해
전복류,충청남도,1995,1,기타
전복류,전라북도,1995,0,기타
전복류,전라남도,1995,15,기타
전복류,경상북도,1995,29,동해
전복류,경상남도,1995,70,기타
전복류,제주도,1995,44,기타
가리비류,강원도,1995,14,동해
가리비류,충청남도,1995,0,기타
가리비류,전라남도,1995,0,기타
가리비류,경상남도,1995,1,기타
가무락,인천광역시,1995,118,기타
가무락,경기도,1995,41,기타
가무락,충청남도,1995,102,기타
가무락,전라북도,1995,1137,기타
가무락,전라남도,1995,86,기타
개량조개류,부산광역시,1995,0,동해
개량조개류,경기도,1995,15,기타
개량조개류,강원도,1995,14,동해
개량조개류,충청남도,1995,0,기타
개량조개류,전라북도,1995,5594,기타
개량조개류,전라남도,1995,3398,기타
개량조개류,경상북도,1995,0,동해
개량조개류,경상남도,1995,17,기타
개량조개류,제주도,1995,0,기타
꼬막,부산광역시,1995,26,동해
꼬막,인천광역시,1995,67,기타
꼬막,충청남도,1995,668,기타
꼬막,전라북도,1995,246,기타
꼬막,전라남도,1995,408,기타
꼬막,경상북도,1995,0,동해
꼬막,경상남도,1995,0,기타
동죽,부산광역시,1995,2,동해
동죽,인천광역시,1995,3407,기타
동죽,경기도,1995,673,기타
동죽,충청남도,1995,0,기타
동죽,전라북도,1995,4993,기타
동죽,전라남도,1995,0,기타
동죽,경상남도,1995,150,기타
맛류,부산광역시,1995,15,동해
맛류,인천광역시,1995,78,기타
맛류,경기도,1995,1909,기타
맛류,충청남도,1995,220,기타
맛류,전라북도,1995,2179,기타
맛류,전라남도,1995,419,기타
맛류,경상남도,1995,85,기타
바지락,부산광역시,1995,47,동해
바지락,인천광역시,1995,1447,기타
바지락,경기도,1995,3604,기타
바지락,충청남도,1995,1995,기타
바지락,전라북도,1995,1567,기타
바지락,전라남도,1995,4661,기타
바지락,경상남도,1995,1720,기타
백합류,부산광역시,1995,89,동해
백합류,인천광역시,1995,0,기타
백합류,경기도,1995,8,기타
백합류,강원도,1995,1462,동해
백합류,충청남도,1995,0,기타
백합류,전라북도,1995,1111,기타
백합류,전라남도,1995,33,기타
백합류,경상북도,1995,0,동해
백합류,경상남도,1995,12,기타
백합류,제주도,1995,0,기타
새조개,부산광역시,1995,0,동해
새조개,경기도,1995,0,기타
새조개,충청남도,1995,0,기타
새조개,전라북도,1995,0,기타
새조개,전라남도,1995,41,기타
새조개,경상북도,1995,0,동해
새조개,경상남도,1995,387,기타
코끼리조개,부산광역시,1995,2,동해
코끼리조개,강원도,1995,2,동해
코끼리조개,경상북도,1995,0,동해
키조개,부산광역시,1995,9,동해
키조개,경기도,1995,4,기타
키조개,충청남도,1995,0,기타
키조개,전라북도,1995,1,기타
키조개,전라남도,1995,3548,기타
키조개,경상남도,1995,72,기타
피조개,부산광역시,1995,0,동해
피조개,인천광역시,1995,34,기타
피조개,경기도,1995,0,기타
피조개,충청남도,1995,20,기타
피조개,전라북도,1995,328,기타
피조개,전라남도,1995,46,기타
피조개,경상북도,1995,0,동해
피조개,경상남도,1995,45,기타
홍합류,부산광역시,1995,1682,동해
홍합류,강원도,1995,88,동해
홍합류,충청남도,1995,53,기타
홍합류,전라북도,1995,0,기타
홍합류,전라남도,1995,393,기타
홍합류,경상북도,1995,0,동해
홍합류,경상남도,1995,726,기타
홍합류,제주도,1995,0,기타
기타패류,부산광역시,1995,3971,동해
기타패류,인천광역시,1995,3,기타
기타패류,경기도,1995,3,기타
기타패류,강원도,1995,194,동해
기타패류,충청남도,1995,452,기타
기타패류,전라북도,1995,10,기타
기타패류,전라남도,1995,541,기타
기타패류,경상북도,1995,0,동해
기타패류,경상남도,1995,2895,기타
기타패류,제주도,1995,201,기타
갑오징어류,부산광역시,1995,856,동해
갑오징어류,인천광역시,1995,119,기타
갑오징어류,경기도,1995,0,기타
갑오징어류,강원도,1995,5,동해
갑오징어류,충청남도,1995,215,기타
갑오징어류,전라북도,1995,107,기타
갑오징어류,전라남도,1995,961,기타
갑오징어류,경상북도,1995,13,동해
갑오징어류,경상남도,1995,176,기타
갑오징어류,제주도,1995,115,기타
꼴뚜기류,부산광역시,1995,0,동해
꼴뚜기류,인천광역시,1995,498,기타
꼴뚜기류,경기도,1995,4,기타
꼴뚜기류,강원도,1995,24,동해
꼴뚜기류,충청남도,1995,216,기타
꼴뚜기류,전라북도,1995,309,기타
꼴뚜기류,전라남도,1995,132,기타
꼴뚜기류,경상북도,1995,0,동해
꼴뚜기류,경상남도,1995,14,기타
꼴뚜기류,제주도,1995,25,기타
낙지류,부산광역시,1995,346,동해
낙지류,인천광역시,1995,143,기타
낙지류,경기도,1995,108,기타
낙지류,강원도,1995,0,동해
낙지류,충청남도,1995,836,기타
낙지류,전라북도,1995,23,기타
낙지류,전라남도,1995,6802,기타
낙지류,경상북도,1995,2,동해
낙지류,경상남도,1995,2466,기타
낙지류,제주도,1995,77,기타
문어류,부산광역시,1995,1245,동해
문어류,강원도,1995,1815,동해
문어류,충청남도,1995,0,기타
문어류,전라북도,1995,0,기타
문어류,전라남도,1995,1570,기타
문어류,경상북도,1995,1590,동해
문어류,경상남도,1995,554,기타
문어류,제주도,1995,253,기타
주꾸미,부산광역시,1995,26,동해
주꾸미,인천광역시,1995,160,기타
주꾸미,경기도,1995,16,기타
주꾸미,강원도,1995,0,동해
주꾸미,충청남도,1995,1380,기타
주꾸미,전라북도,1995,625,기타
주꾸미,전라남도,1995,1350,기타
주꾸미,경상북도,1995,17,동해
주꾸미,경상남도,1995,296,기타
살오징어(오징어),서울특별시,1995,0,기타
살오징어(오징어),부산광역시,1995,84059,동해
살오징어(오징어),인천광역시,1995,428,기타
살오징어(오징어),경기도,1995,0,기타
살오징어(오징어),강원도,1995,24960,동해
살오징어(오징어),충청남도,1995,502,기타
살오징어(오징어),전라북도,1995,909,기타
살오징어(오징어),전라남도,1995,2321,기타
살오징어(오징어),경상북도,1995,67223,동해
살오징어(오징어),경상남도,1995,19447,기타
살오징어(오징어),제주도,1995,1048,기타
기타연체동물류,부산광역시,1995,3,동해
