category,location,years,value,sea
기타가사리,충청남도,1982,2,기타
기타가사리,전라남도,1982,295,기타
기타가사리,경상북도,1982,0,동해
기타가사리,경상남도,1982,67,기타
기타가사리,제주도,1982,15,기타
청각,강원도,1982,304,동해
청각,충청남도,1982,7,기타
청각,전라북도,1982,0,기타
청각,전라남도,1982,39,기타
청각,경상북도,1982,105,동해
청각,경상남도,1982,1294,기타
청각,제주도,1982,43,기타
톳,충청남도,1982,7,기타
톳,전라북도,1982,0,기타
톳,전라남도,1982,11608,기타
톳,경상북도,1982,0,동해
톳,경상남도,1982,2009,기타
톳,제주도,1982,6225,기타
파래류,부산광역시,1982,30,동해
파래류,경기도,1982,3,기타
파래류,강원도,1982,4,동해
파래류,충청남도,1982,94,기타
파래류,전라북도,1982,0,기타
파래류,전라남도,1982,495,기타
파래류,경상북도,1982,1,동해
파래류,경상남도,1982,1480,기타
파래류,제주도,1982,52,기타
기타해조류,부산광역시,1982,17,동해
기타해조류,경기도,1982,1,기타
기타해조류,강원도,1982,7,동해
기타해조류,충청남도,1982,15,기타
기타해조류,전라남도,1982,270,기타
기타해조류,경상북도,1982,220,동해
기타해조류,경상남도,1982,273,기타
기타해조류,제주도,1982,2979,기타
가오리류,부산광역시,1983,1860,동해
가오리류,인천광역시,1983,5219,기타
가오리류,경기도,1983,391,기타
가오리류,강원도,1983,47,동해
가오리류,충청남도,1983,365,기타
가오리류,전라북도,1983,511,기타
가오리류,전라남도,1983,1845,기타
가오리류,경상북도,1983,4506,동해
가오리류,경상남도,1983,1468,기타
가오리류,제주도,1983,106,기타
가자미류,부산광역시,1983,7944,동해
가자미류,인천광역시,1983,1816,기타
가자미류,경기도,1983,35,기타
가자미류,강원도,1983,1e3,동해
가자미류,충청남도,1983,152,기타
가자미류,전라북도,1983,275,기타
가자미류,전라남도,1983,1278,기타
가자미류,경상북도,1983,2246,동해
가자미류,경상남도,1983,7796,기타
가자미류,제주도,1983,7,기타
갈치,부산광역시,1983,20349,동해
갈치,인천광역시,1983,32380,기타
갈치,경기도,1983,6,기타
갈치,강원도,1983,0,동해
갈치,충청남도,1983,6003,기타
갈치,전라북도,1983,20523,기타
갈치,전라남도,1983,45634,기타
갈치,경상북도,1983,44,동해
갈치,경상남도,1983,26309,기타
갈치,제주도,1983,1385,기타
강달이류,부산광역시,1983,11337,동해
강달이류,인천광역시,1983,8557,기타
강달이류,경기도,1983,0,기타
강달이류,충청남도,1983,284,기타
강달이류,전라북도,1983,496,기타
강달이류,전라남도,1983,7475,기타
강달이류,경상남도,1983,10795,기타
강달이류,제주도,1983,69,기타
고등어,부산광역시,1983,106280,동해
고등어,인천광역시,1983,134,기타
고등어,경기도,1983,0,기타
고등어,강원도,1983,310,동해
고등어,충청남도,1983,29,기타
고등어,전라북도,1983,155,기타
고등어,전라남도,1983,2427,기타
고등어,경상북도,1983,873,동해
고등어,경상남도,1983,12121,기타
고등어,제주도,1983,554,기타
꽁치,부산광역시,1983,31,동해
꽁치,강원도,1983,837,동해
꽁치,충청남도,1983,0,기타
꽁치,전라북도,1983,0,기타
꽁치,전라남도,1983,6,기타
꽁치,경상북도,1983,3327,동해
꽁치,경상남도,1983,396,기타
학공치,부산광역시,1983,0,동해
학공치,인천광역시,1983,0,기타
학공치,경기도,1983,26,기타
학공치,강원도,1983,139,동해
학공치,충청남도,1983,41,기타
학공치,전라북도,1983,44,기타
학공치,전라남도,1983,175,기타
학공치,경상북도,1983,557,동해
학공치,경상남도,1983,522,기타
학공치,제주도,1983,12,기타
넙치류,부산광역시,1983,489,동해
넙치류,인천광역시,1983,478,기타
넙치류,경기도,1983,37,기타
넙치류,강원도,1983,241,동해
넙치류,충청남도,1983,38,기타
넙치류,전라북도,1983,218,기타
넙치류,전라남도,1983,222,기타
넙치류,경상북도,1983,114,동해
넙치류,경상남도,1983,2472,기타
넙치류,제주도,1983,3,기타
노가리,부산광역시,1983,45,동해
노가리,강원도,1983,33162,동해
노가리,경상북도,1983,15837,동해
노가리,경상남도,1983,7223,기타
농어류,부산광역시,1983,27,동해
농어류,인천광역시,1983,69,기타
농어류,경기도,1983,36,기타
농어류,강원도,1983,0,동해
농어류,충청남도,1983,132,기타
농어류,전라북도,1983,38,기타
농어류,전라남도,1983,559,기타
농어류,경상북도,1983,15,동해
농어류,경상남도,1983,281,기타
농어류,제주도,1983,19,기타
눈볼대,부산광역시,1983,924,동해
눈볼대,강원도,1983,13,동해
눈볼대,전라남도,1983,195,기타
눈볼대,경상북도,1983,2,동해
눈볼대,경상남도,1983,80,기타
눈볼대,제주도,1983,2,기타
능성어,부산광역시,1983,0,동해
능성어,충청남도,1983,5,기타
능성어,전라북도,1983,6,기타
능성어,전라남도,1983,12,기타
능성어,경상북도,1983,13,동해
능성어,경상남도,1983,0,기타
능성어,제주도,1983,25,기타
기타다랑어류,부산광역시,1983,0,동해
기타다랑어류,강원도,1983,33,동해
기타다랑어류,전라남도,1983,1,기타
기타다랑어류,경상북도,1983,1392,동해
기타다랑어류,경상남도,1983,41,기타
기타다랑어류,제주도,1983,388,기타
도루묵,부산광역시,1983,775,동해
도루묵,강원도,1983,1187,동해
도루묵,전라남도,1983,0,기타
도루묵,경상북도,1983,4238,동해
도루묵,경상남도,1983,634,기타
대구,부산광역시,1983,1397,동해
대구,인천광역시,1983,1443,기타
대구,경기도,1983,3,기타
대구,강원도,1983,178,동해
대구,전라북도,1983,33,기타
대구,전라남도,1983,47,기타
대구,경상북도,1983,125,동해
대구,경상남도,1983,558,기타
감성돔,부산광역시,1983,1,동해
감성돔,강원도,1983,1,동해
감성돔,충청남도,1983,46,기타
감성돔,전라북도,1983,4,기타
감성돔,전라남도,1983,369,기타
감성돔,경상북도,1983,0,동해
감성돔,경상남도,1983,517,기타
감성돔,제주도,1983,18,기타
참돔,부산광역시,1983,510,동해
참돔,인천광역시,1983,0,기타
참돔,강원도,1983,7,동해
참돔,충청남도,1983,97,기타
참돔,전라북도,1983,10,기타
참돔,전라남도,1983,396,기타
참돔,경상북도,1983,20,동해
참돔,경상남도,1983,351,기타
참돔,제주도,1983,267,기타
기타돔류,부산광역시,1983,267,동해
기타돔류,인천광역시,1983,3,기타
기타돔류,경기도,1983,3,기타
기타돔류,강원도,1983,4,동해
기타돔류,충청남도,1983,16,기타
기타돔류,전라북도,1983,28,기타
기타돔류,전라남도,1983,799,기타
기타돔류,경상북도,1983,94,동해
기타돔류,경상남도,1983,163,기타
기타돔류,제주도,1983,1507,기타
망둑어류,부산광역시,1983,37,동해
망둑어류,인천광역시,1983,1219,기타
망둑어류,경기도,1983,1344,기타
망둑어류,충청남도,1983,1243,기타
망둑어류,전라북도,1983,674,기타
망둑어류,전라남도,1983,612,기타
망둑어류,경상북도,1983,81,동해
망둑어류,경상남도,1983,466,기타
매퉁이류,부산광역시,1983,33,동해
매퉁이류,충청남도,1983,18,기타
매퉁이류,전라북도,1983,48,기타
매퉁이류,전라남도,1983,166,기타
매퉁이류,경상북도,1983,0,동해
매퉁이류,경상남도,1983,105,기타
매퉁이류,제주도,1983,0,기타
멸치,부산광역시,1983,9221,동해
멸치,인천광역시,1983,29,기타
멸치,경기도,1983,390,기타
멸치,강원도,1983,2983,동해
멸치,충청남도,1983,7006,기타
멸치,전라북도,1983,6265,기타
멸치,전라남도,1983,25140,기타
멸치,경상북도,1983,3351,동해
멸치,경상남도,1983,77123,기타
멸치,제주도,1983,351,기타
명태,부산광역시,1983,1113,동해
명태,인천광역시,1983,2,기타
명태,강원도,1983,22903,동해
명태,전라북도,1983,0,기타
명태,전라남도,1983,1,기타
명태,경상북도,1983,2964,동해
명태,경상남도,1983,2659,기타
민어,부산광역시,1983,619,동해
민어,인천광역시,1983,148,기타
민어,경기도,1983,3,기타
민어,강원도,1983,0,동해
민어,충청남도,1983,5,기타
민어,전라북도,1983,152,기타
민어,전라남도,1983,162,기타
민어,경상북도,1983,0,동해
민어,경상남도,1983,541,기타
민어,제주도,1983,48,기타
방어류,부산광역시,1983,201,동해
방어류,인천광역시,1983,13,기타
방어류,경기도,1983,0,기타
방어류,강원도,1983,523,동해
방어류,충청남도,1983,4,기타
방어류,전라북도,1983,6,기타
방어류,전라남도,1983,113,기타
방어류,경상북도,1983,1509,동해
방어류,경상남도,1983,303,기타
방어류,제주도,1983,423,기타
밴댕이,인천광역시,1983,2770,기타
밴댕이,경기도,1983,86,기타
밴댕이,충청남도,1983,5332,기타
밴댕이,전라북도,1983,570,기타
밴댕이,전라남도,1983,1848,기타
밴댕이,경상북도,1983,0,동해
밴댕이,경상남도,1983,0,기타
뱅어류,부산광역시,1983,0,동해
뱅어류,인천광역시,1983,0,기타
뱅어류,경기도,1983,147,기타
뱅어류,충청남도,1983,1665,기타
뱅어류,전라남도,1983,3,기타
뱅어류,경상북도,1983,0,동해
뱅어류,경상남도,1983,82,기타
뱅어류,제주도,1983,0,기타
병어류,부산광역시,1983,2010,동해
병어류,인천광역시,1983,1534,기타
병어류,경기도,1983,13,기타
병어류,충청남도,1983,455,기타
병어류,전라북도,1983,1172,기타
병어류,전라남도,1983,2381,기타
병어류,경상북도,1983,17,동해
병어류,경상남도,1983,1414,기타
병어류,제주도,1983,22,기타
보리멸,부산광역시,1983,24,동해
보리멸,충청남도,1983,0,기타
보리멸,전라북도,1983,532,기타
보리멸,전라남도,1983,442,기타
보리멸,경상북도,1983,0,동해
보리멸,경상남도,1983,0,기타
복어류,부산광역시,1983,207,동해
복어류,인천광역시,1983,265,기타
복어류,경기도,1983,45,기타
복어류,강원도,1983,7,동해
복어류,충청남도,1983,90,기타
복어류,전라북도,1983,297,기타
복어류,전라남도,1983,280,기타
복어류,경상북도,1983,64,동해
복어류,경상남도,1983,114,기타
복어류,제주도,1983,683,기타
기타볼락류,부산광역시,1983,64,동해
기타볼락류,인천광역시,1983,882,기타
기타볼락류,경기도,1983,52,기타
기타볼락류,강원도,1983,230,동해
기타볼락류,충청남도,1983,598,기타
기타볼락류,전라북도,1983,243,기타
기타볼락류,전라남도,1983,1131,기타
기타볼락류,경상북도,1983,1893,동해
기타볼락류,경상남도,1983,1568,기타
기타볼락류,제주도,1983,21,기타
삼치류,부산광역시,1983,10943,동해
삼치류,인천광역시,1983,81,기타
삼치류,경기도,1983,137,기타
삼치류,강원도,1983,117,동해
삼치류,충청남도,1983,471,기타
삼치류,전라북도,1983,1489,기타
삼치류,전라남도,1983,1251,기타
삼치류,경상북도,1983,498,동해
삼치류,경상남도,1983,1010,기타
삼치류,제주도,1983,227,기타
상어류,부산광역시,1983,2660,동해
상어류,인천광역시,1983,88,기타
상어류,경기도,1983,0,기타
상어류,강원도,1983,35,동해
상어류,충청남도,1983,15,기타
상어류,전라북도,1983,22,기타
상어류,전라남도,1983,659,기타
상어류,경상북도,1983,46,동해
상어류,경상남도,1983,563,기타
상어류,제주도,1983,145,기타
서대류,부산광역시,1983,1528,동해
서대류,인천광역시,1983,867,기타
서대류,경기도,1983,98,기타
서대류,충청남도,1983,62,기타
서대류,전라북도,1983,220,기타
서대류,전라남도,1983,1409,기타
서대류,경상북도,1983,0,동해
서대류,경상남도,1983,869,기타
서대류,제주도,1983,27,기타
성대류,부산광역시,1983,119,동해
성대류,인천광역시,1983,15,기타
성대류,강원도,1983,0,동해
성대류,충청남도,1983,2,기타
성대류,전라북도,1983,0,기타
성대류,전라남도,1983,76,기타
성대류,경상북도,1983,1,동해
성대류,경상남도,1983,3,기타
송어류,강원도,1983,1552,동해
송어류,충청남도,1983,2,기타
송어류,전라북도,1983,8,기타
송어류,전라남도,1983,182,기타
송어류,경상북도,1983,100,동해
송어류,경상남도,1983,278,기타
송어류,제주도,1983,0,기타
숭어류,부산광역시,1983,153,동해
숭어류,인천광역시,1983,273,기타
숭어류,경기도,1983,1050,기타
숭어류,강원도,1983,91,동해
숭어류,충청남도,1983,342,기타
숭어류,전라북도,1983,269,기타
숭어류,전라남도,1983,2917,기타
숭어류,경상북도,1983,495,동해
숭어류,경상남도,1983,2268,기타
숭어류,제주도,1983,28,기타
아귀류,부산광역시,1983,1377,동해
아귀류,인천광역시,1983,891,기타
아귀류,경기도,1983,13,기타
아귀류,강원도,1983,0,동해
아귀류,충청남도,1983,162,기타
아귀류,전라북도,1983,358,기타
아귀류,전라남도,1983,1050,기타
아귀류,경상북도,1983,33,동해
아귀류,경상남도,1983,746,기타
아귀류,제주도,1983,16,기타
양미리,강원도,1983,6718,동해
양미리,충청남도,1983,1788,기타
양미리,전라남도,1983,6085,기타
양미리,경상북도,1983,517,동해
양미리,경상남도,1983,8940,기타
양태류,부산광역시,1983,238,동해
양태류,인천광역시,1983,531,기타
양태류,경기도,1983,343,기타
양태류,충청남도,1983,463,기타
양태류,전라북도,1983,985,기타
양태류,전라남도,1983,818,기타
양태류,경상남도,1983,110,기타
양태류,제주도,1983,3,기타
임연수어,부산광역시,1983,0,동해
임연수어,인천광역시,1983,2,기타
임연수어,경기도,1983,0,기타
임연수어,강원도,1983,640,동해
임연수어,충청남도,1983,57,기타
임연수어,경상북도,1983,901,동해
갯장어,부산광역시,1983,3118,동해
갯장어,인천광역시,1983,1038,기타
갯장어,경기도,1983,14,기타
갯장어,충청남도,1983,90,기타
갯장어,전라북도,1983,530,기타
갯장어,전라남도,1983,568,기타
갯장어,경상북도,1983,403,동해
갯장어,경상남도,1983,2258,기타
갯장어,제주도,1983,27,기타
붕장어,부산광역시,1983,1905,동해
붕장어,인천광역시,1983,75,기타
붕장어,경기도,1983,2,기타
붕장어,강원도,1983,0,동해
붕장어,충청남도,1983,90,기타
붕장어,전라북도,1983,93,기타
붕장어,전라남도,1983,1889,기타
붕장어,경상북도,1983,207,동해
붕장어,경상남도,1983,4172,기타
붕장어,제주도,1983,405,기타
전갱이류,부산광역시,1983,7620,동해
전갱이류,인천광역시,1983,4,기타
전갱이류,강원도,1983,0,동해
전갱이류,충청남도,1983,4,기타
전갱이류,전라남도,1983,923,기타
전갱이류,경상북도,1983,38,동해
전갱이류,경상남도,1983,2375,기타
전갱이류,제주도,1983,575,기타
전어,부산광역시,1983,895,동해
전어,인천광역시,1983,62,기타
전어,경기도,1983,468,기타
전어,강원도,1983,45,동해
전어,충청남도,1983,139,기타
전어,전라북도,1983,171,기타
전어,전라남도,1983,4455,기타
전어,경상북도,1983,2360,동해
전어,경상남도,1983,5524,기타
전어,제주도,1983,0,기타
정어리,부산광역시,1983,96397,동해
정어리,강원도,1983,460,동해
정어리,충청남도,1983,0,기타
정어리,전라북도,1983,0,기타
정어리,전라남도,1983,22393,기타
정어리,경상북도,1983,4167,동해
정어리,경상남도,1983,16328,기타
정어리,제주도,1983,18,기타
참조기,부산광역시,1983,4443,동해
참조기,인천광역시,1983,689,기타
참조기,경기도,1983,0,기타
참조기,충청남도,1983,64,기타
참조기,전라북도,1983,798,기타
참조기,전라남도,1983,1354,기타
참조기,경상남도,1983,2083,기타
참조기,제주도,1983,702,기타
기타조기류,부산광역시,1983,10760,동해
기타조기류,인천광역시,1983,654,기타
기타조기류,경기도,1983,14,기타
기타조기류,충청남도,1983,585,기타
기타조기류,전라북도,1983,451,기타
기타조기류,전라남도,1983,1030,기타
기타조기류,경상북도,1983,0,동해
기타조기류,경상남도,1983,4789,기타
기타조기류,제주도,1983,1011,기타
준치,부산광역시,1983,767,동해
준치,인천광역시,1983,149,기타
준치,경기도,1983,5,기타
준치,충청남도,1983,36,기타
준치,전라북도,1983,207,기타
준치,전라남도,1983,302,기타
준치,경상북도,1983,0,동해
준치,경상남도,1983,254,기타
준치,제주도,1983,34,기타
쥐치류,부산광역시,1983,46690,동해
쥐치류,인천광역시,1983,613,기타
쥐치류,경기도,1983,1,기타
쥐치류,강원도,1983,2637,동해
쥐치류,충청남도,1983,122,기타
쥐치류,전라북도,1983,610,기타
쥐치류,전라남도,1983,73232,기타
쥐치류,경상북도,1983,6380,동해
쥐치류,경상남도,1983,42341,기타
쥐치류,제주도,1983,106,기타
청어,부산광역시,1983,26,동해
청어,인천광역시,1983,61,기타
청어,강원도,1983,346,동해
청어,전라북도,1983,2,기타
청어,전라남도,1983,3,기타
청어,경상북도,1983,5,동해
청어,경상남도,1983,85,기타
기타어류,부산광역시,1983,26337,동해
기타어류,인천광역시,1983,1338,기타
기타어류,경기도,1983,1199,기타
기타어류,강원도,1983,2681,동해
기타어류,충청남도,1983,618,기타
기타어류,전라북도,1983,5141,기타
기타어류,전라남도,1983,5349,기타
기타어류,경상북도,1983,3545,동해
기타어류,경상남도,1983,11882,기타
기타어류,제주도,1983,3398,기타
꽃게,부산광역시,1983,393,동해
꽃게,인천광역시,1983,6327,기타
꽃게,경기도,1983,1301,기타
꽃게,강원도,1983,0,동해
꽃게,충청남도,1983,1517,기타
꽃게,전라북도,1983,1505,기타
꽃게,전라남도,1983,3113,기타
꽃게,경상북도,1983,27,동해
꽃게,경상남도,1983,3497,기타
꽃게,제주도,1983,174,기타
대게,부산광역시,1983,0,동해
대게,경기도,1983,0,기타
대게,강원도,1983,0,동해
대게,충청남도,1983,0,기타
대게,전라남도,1983,13,기타
대게,경상북도,1983,0,동해
대게,경상남도,1983,170,기타
대게,제주도,1983,0,기타
기타게류,부산광역시,1983,2227,동해
기타게류,인천광역시,1983,319,기타
기타게류,경기도,1983,790,기타
기타게류,강원도,1983,384,동해
기타게류,충청남도,1983,1382,기타
기타게류,전라북도,1983,158,기타
기타게류,전라남도,1983,1280,기타
기타게류,경상북도,1983,187,동해
기타게류,경상남도,1983,684,기타
기타게류,제주도,1983,10,기타
닭새우류,부산광역시,1983,0,동해
닭새우류,강원도,1983,0,동해
닭새우류,충청남도,1983,32,기타
닭새우류,전라북도,1983,0,기타
닭새우류,전라남도,1983,4,기타
닭새우류,경상북도,1983,0,동해
닭새우류,경상남도,1983,61,기타
닭새우류,제주도,1983,0,기타
대하,부산광역시,1983,2,동해
대하,인천광역시,1983,121,기타
대하,경기도,1983,14,기타
대하,충청남도,1983,141,기타
대하,전라북도,1983,15,기타
대하,전라남도,1983,62,기타
대하,경상북도,1983,0,동해
대하,경상남도,1983,41,기타
보리새우,부산광역시,1983,0,동해
보리새우,인천광역시,1983,445,기타
보리새우,경기도,1983,10,기타
보리새우,강원도,1983,3,동해
보리새우,충청남도,1983,43,기타
보리새우,전라북도,1983,157,기타
보리새우,전라남도,1983,87,기타
보리새우,경상북도,1983,20,동해
보리새우,경상남도,1983,571,기타
젓새우류,인천광역시,1983,0,기타
젓새우류,경기도,1983,8665,기타
젓새우류,충청남도,1983,1447,기타
젓새우류,전라북도,1983,672,기타
젓새우류,전라남도,1983,6210,기타
젓새우류,경상북도,1983,0,동해
젓새우류,경상남도,1983,0,기타
중하,부산광역시,1983,56,동해
중하,인천광역시,1983,10,기타
중하,경기도,1983,515,기타
중하,충청남도,1983,150,기타
중하,전라북도,1983,100,기타
중하,전라남도,1983,554,기타
중하,경상북도,1983,1,동해
중하,경상남도,1983,0,기타
기타새우류,부산광역시,1983,1839,동해
기타새우류,인천광역시,1983,1853,기타
기타새우류,경기도,1983,2011,기타
기타새우류,강원도,1983,411,동해
기타새우류,충청남도,1983,774,기타
기타새우류,전라북도,1983,2235,기타
기타새우류,전라남도,1983,3831,기타
기타새우류,경상북도,1983,397,동해
기타새우류,경상남도,1983,578,기타
기타새우류,제주도,1983,86,기타
골뱅이,인천광역시,1983,0,기타
골뱅이,경기도,1983,2,기타
골뱅이,강원도,1983,231,동해
골뱅이,충청남도,1983,107,기타
골뱅이,전라북도,1983,1390,기타
골뱅이,전라남도,1983,2,기타
골뱅이,경상북도,1983,4386,동해
골뱅이,경상남도,1983,0,기타
골뱅이,제주도,1983,0,기타
굴류,부산광역시,1983,8,동해
굴류,인천광역시,1983,7,기타
굴류,경기도,1983,2493,기타
굴류,강원도,1983,1,동해
굴류,충청남도,1983,2061,기타
굴류,전라북도,1983,188,기타
굴류,전라남도,1983,2657,기타
굴류,경상북도,1983,29,동해
굴류,경상남도,1983,7074,기타
소라고둥,부산광역시,1983,5,동해
소라고둥,인천광역시,1983,32,기타
소라고둥,경기도,1983,126,기타
소라고둥,강원도,1983,0,동해
소라고둥,충청남도,1983,675,기타
소라고둥,전라북도,1983,458,기타
소라고둥,전라남도,1983,425,기타
소라고둥,경상북도,1983,361,동해
소라고둥,경상남도,1983,135,기타
소라고둥,제주도,1983,3570,기타
전복류,부산광역시,1983,37,동해
전복류,인천광역시,1983,0,기타
전복류,경기도,1983,11,기타
전복류,강원도,1983,13,동해
전복류,충청남도,1983,5,기타
전복류,전라북도,1983,1,기타
전복류,전라남도,1983,28,기타
전복류,경상북도,1983,73,동해
전복류,경상남도,1983,23,기타
전복류,제주도,1983,142,기타
가리비류,부산광역시,1983,45,동해
가리비류,충청남도,1983,1,기타
가리비류,전라남도,1983,0,기타
가리비류,경상북도,1983,0,동해
가리비류,경상남도,1983,3,기타
가무락,부산광역시,1983,0,동해
가무락,인천광역시,1983,289,기타
가무락,경기도,1983,212,기타
가무락,충청남도,1983,90,기타
가무락,전라북도,1983,4,기타
가무락,전라남도,1983,7,기타
가무락,경상남도,1983,0,기타
가무락,제주도,1983,0,기타
개량조개류,부산광역시,1983,0,동해
개량조개류,강원도,1983,1007,동해
개량조개류,충청남도,1983,438,기타
개량조개류,전라북도,1983,11006,기타
개량조개류,전라남도,1983,0,기타
개량조개류,경상북도,1983,0,동해
개량조개류,경상남도,1983,2,기타
꼬막,부산광역시,1983,0,동해
꼬막,인천광역시,1983,0,기타
꼬막,경기도,1983,18,기타
꼬막,충청남도,1983,2,기타
꼬막,전라북도,1983,155,기타
꼬막,전라남도,1983,97,기타
꼬막,경상남도,1983,14,기타
동죽,인천광역시,1983,8269,기타
동죽,경기도,1983,446,기타
동죽,충청남도,1983,60,기타
동죽,전라북도,1983,6237,기타
동죽,경상남도,1983,0,기타
맛류,부산광역시,1983,0,동해
맛류,인천광역시,1983,54,기타
맛류,경기도,1983,548,기타
맛류,충청남도,1983,106,기타
맛류,전라북도,1983,15,기타
맛류,전라남도,1983,30,기타
맛류,경상남도,1983,25,기타
바지락,부산광역시,1983,197,동해
바지락,인천광역시,1983,164,기타
바지락,경기도,1983,2171,기타
바지락,충청남도,1983,6172,기타
바지락,전라북도,1983,1,기타
바지락,전라남도,1983,3849,기타
바지락,경상남도,1983,4474,기타
백합류,부산광역시,1983,0,동해
백합류,인천광역시,1983,66,기타
백합류,경기도,1983,8,기타
백합류,강원도,1983,0,동해
백합류,충청남도,1983,8,기타
백합류,전라북도,1983,209,기타
백합류,전라남도,1983,4,기타
백합류,경상북도,1983,332,동해
백합류,경상남도,1983,0,기타
새조개,부산광역시,1983,0,동해
새조개,경기도,1983,4,기타
새조개,충청남도,1983,10,기타
새조개,전라북도,1983,189,기타
새조개,전라남도,1983,694,기타
새조개,경상북도,1983,3,동해
새조개,경상남도,1983,534,기타
키조개,부산광역시,1983,7,동해
키조개,인천광역시,1983,0,기타
키조개,충청남도,1983,881,기타
키조개,전라북도,1983,9,기타
키조개,전라남도,1983,3104,기타
키조개,경상북도,1983,4,동해
키조개,경상남도,1983,137,기타
피조개,부산광역시,1983,0,동해
피조개,인천광역시,1983,0,기타
피조개,경기도,1983,12,기타
피조개,충청남도,1983,226,기타
피조개,전라북도,1983,97,기타
피조개,전라남도,1983,120,기타
피조개,경상남도,1983,453,기타
홍합류,부산광역시,1983,1242,동해
홍합류,경기도,1983,0,기타
홍합류,강원도,1983,16,동해
홍합류,충청남도,1983,2029,기타
홍합류,전라남도,1983,70,기타
홍합류,경상북도,1983,21,동해
홍합류,경상남도,1983,2140,기타
홍합류,제주도,1983,0,기타
기타패류,부산광역시,1983,1978,동해
기타패류,인천광역시,1983,29,기타
기타패류,경기도,1983,4,기타
기타패류,강원도,1983,0,동해
기타패류,충청남도,1983,88,기타
기타패류,전라북도,1983,1,기타
기타패류,전라남도,1983,286,기타
기타패류,경상북도,1983,0,동해
기타패류,경상남도,1983,2235,기타
기타패류,제주도,1983,142,기타
갑오징어류,부산광역시,1983,4322,동해
갑오징어류,인천광역시,1983,10434,기타
갑오징어류,경기도,1983,78,기타
갑오징어류,강원도,1983,181,동해
갑오징어류,충청남도,1983,3382,기타
갑오징어류,전라북도,1983,10216,기타
갑오징어류,전라남도,1983,25898,기타
갑오징어류,경상북도,1983,767,동해
갑오징어류,경상남도,1983,3720,기타
갑오징어류,제주도,1983,489,기타
문어류,부산광역시,1983,246,동해
문어류,인천광역시,1983,4,기타
문어류,강원도,1983,1372,동해
문어류,충청남도,1983,1,기타
문어류,전라남도,1983,875,기타
문어류,경상북도,1983,2084,동해
문어류,경상남도,1983,925,기타
문어류,제주도,1983,578,기타
주꾸미,부산광역시,1983,8,동해
주꾸미,인천광역시,1983,58,기타
주꾸미,경기도,1983,745,기타
주꾸미,강원도,1983,0,동해
주꾸미,충청남도,1983,2264,기타
주꾸미,전라북도,1983,757,기타
주꾸미,전라남도,1983,420,기타
주꾸미,경상북도,1983,0,동해
주꾸미,경상남도,1983,1057,기타
살오징어(오징어),부산광역시,1983,4147,동해
살오징어(오징어),인천광역시,1983,758,기타
살오징어(오징어),경기도,1983,53,기타
살오징어(오징어),강원도,1983,9317,동해
살오징어(오징어),충청남도,1983,1531,기타
살오징어(오징어),전라북도,1983,1026,기타
살오징어(오징어),전라남도,1983,3739,기타
살오징어(오징어),경상북도,1983,14154,동해
살오징어(오징어),경상남도,1983,1878,기타
살오징어(오징어),제주도,1983,683,기타
기타연체동물류,부산광역시,1983,207,동해
기타연체동물류,인천광역시,1983,1419,기타
기타연체동물류,경기도,1983,60,기타
기타연체동물류,강원도,1983,472,동해
기타연체동물류,충청남도,1983,317,기타
기타연체동물류,전라북도,1983,647,기타
기타연체동물류,전라남도,1983,2543,기타
기타연체동물류,경상북도,1983,19,동해
기타연체동물류,경상남도,1983,1768,기타
기타연체동물류,제주도,1983,0,기타
성게류,부산광역시,1983,517,동해
성게류,경기도,1983,0,기타
성게류,강원도,1983,818,동해
성게류,전라남도,1983,48,기타
성게류,경상북도,1983,2264,동해
성게류,경상남도,1983,947,기타
성게류,제주도,1983,666,기타
우렁쉥이,부산광역시,1983,185,동해
우렁쉥이,경기도,1983,0,기타
우렁쉥이,강원도,1983,639,동해
우렁쉥이,전라남도,1983,177,기타
우렁쉥이,경상북도,1983,355,동해
우렁쉥이,경상남도,1983,345,기타
우렁쉥이,제주도,1983,26,기타
해삼,부산광역시,1983,405,동해
해삼,인천광역시,1983,0,기타
해삼,경기도,1983,26,기타
해삼,강원도,1983,269,동해
해삼,충청남도,1983,52,기타
해삼,전라북도,1983,0,기타
해삼,전라남도,1983,137,기타
해삼,경상북도,1983,961,동해
해삼,경상남도,1983,1991,기타
해삼,제주도,1983,125,기타
기타수산동물류,부산광역시,1983,176,동해
기타수산동물류,인천광역시,1983,68,기타
기타수산동물류,경기도,1983,81,기타
기타수산동물류,강원도,1983,3,동해
기타수산동물류,충청남도,1983,305,기타
기타수산동물류,전라북도,1983,68,기타
기타수산동물류,전라남도,1983,415,기타
기타수산동물류,경상북도,1983,386,동해
기타수산동물류,경상남도,1983,1798,기타
기타수산동물류,제주도,1983,0,기타
김류,부산광역시,1983,0,동해
김류,경기도,1983,0,기타
김류,강원도,1983,10,동해
김류,충청남도,1983,39,기타
김류,전라북도,1983,0,기타
김류,전라남도,1983,13,기타
김류,경상북도,1983,4,동해
김류,경상남도,1983,13,기타
꼬시래기류,충청남도,1983,1,기타
꼬시래기류,전라남도,1983,10,기타
꼬시래기류,경상남도,1983,0,기타
다시마류,강원도,1983,440,동해
다시마류,전라남도,1983,0,기타
다시마류,경상북도,1983,0,동해
다시마류,경상남도,1983,0,기타
다시마류,제주도,1983,0,기타
도박류,부산광역시,1983,2,동해
도박류,강원도,1983,0,동해
도박류,전라남도,1983,30,기타
